#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71,#72,#73,#74,#75,#76,#77,#78,#79,#80,#81,#82,#83,#84,#85,#86,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100,#101,#102,#103,#104,#105,#106,#107,#108,#109,#110,#111,#112,#113,#114,#115,#116,#117,#118,#119,#120,#121,#122,#123,#124,#125,#126,#127,#128,#129,#130,#131,#132,#133,#134,#135,#136,#137,#138,#139,#140,#141,#142,#143,#144,#145,#146,#147,#148,#149,#150,#151,#152,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170
0.9285700000000001,0.92865,0.92879,0.9288299999999999,0.9287,0.9287200000000001,0.92861,0.9289200000000001,0.92914,0.9294399999999999,0.9299799999999999,0.9298799999999999,0.92985,0.9302299999999999,0.92995,0.92994,0.93006,0.93001,0.92975,0.9299200000000001,0.9297700000000001,0.9295399999999999,0.92963,0.9293899999999999,0.92927,0.9295,0.9290700000000001,0.92901,0.92917,0.9286700000000001,0.92837,0.9287,0.9284100000000001,0.9281,0.9282100000000001,0.9276700000000001,0.9274399999999999,0.9277,0.9274399999999999,0.9269700000000001,0.92699,0.9267,0.9265700000000001,0.9265,0.92615,0.9259,0.9260200000000001,0.9255200000000001,0.9250200000000001,0.9253,0.9248,0.9243,0.9244600000000001,0.9241299999999999,0.92368,0.92391,0.9235,0.9232899999999999,0.92365,0.9235700000000001,0.92324,0.92376,0.92335,0.92337,0.92366,0.92351,0.92311,0.9234700000000001,0.92364,0.9235700000000001,0.92355,0.92365,0.92345,0.9239200000000001,0.92363,0.9237200000000001,0.92389,0.92389,0.9238299999999999,0.9244700000000001,0.92425,0.92411,0.9243600000000001,0.92404,0.92365,0.92389,0.9235899999999999,0.9232299999999999,0.92317,0.9227799999999999,0.92248,0.92265,0.92243,0.922,0.92205,0.92165,0.9213899999999999,0.9214600000000001,0.92104,0.9208,0.9209,0.9205899999999999,0.9204200000000001,0.9208799999999999,0.9203600000000001,0.92035,0.9203,0.92007,0.91985,0.91996,0.9196200000000001,0.9194700000000001,0.9197299999999999,0.9194399999999999,0.91937,0.9195399999999999,0.91915,0.9190299999999999,0.9192,0.91907,0.9189200000000001,0.9193899999999999,0.91932,0.9192600000000001,0.91946,0.91958,0.91945,0.9202100000000001,0.9206,0.9212100000000001,0.92212,0.92289,0.9225899999999999,0.92276,0.92235,0.9217299999999999,0.92237,0.9240799999999999,0.9244399999999999,0.92394,0.9236700000000001,0.9242299999999999,0.9250200000000001,0.92525,0.92529,0.9263100000000001,0.92671,0.9270200000000001,0.92795,0.92847,0.9287700000000001,0.92966,0.93006,0.9303299999999999,0.93084,0.9310200000000001,0.9311200000000001,0.93175,0.9314,0.9316,0.9316399999999999,0.9314899999999999,0.93145,0.9317,0.9315399999999999,0.93145,0.9318,0.9315200000000001,0.9313,0.93147
0.70855,0.7090000000000001,0.7094,0.70945,0.70924,0.70872,0.70815,0.70786,0.7076600000000001,0.70781,0.70812,0.70805,0.70819,0.7087899999999999,0.7093,0.71003,0.71109,0.71213,0.71282,0.71375,0.71445,0.71506,0.7158399999999999,0.71587,0.71592,0.71602,0.7157,0.71533,0.71529,0.71491,0.71477,0.71482,0.71424,0.7136100000000001,0.71315,0.71234,0.71159,0.71112,0.71029,0.70935,0.70878,0.70785,0.70682,0.70625,0.70515,0.7041,0.7035899999999999,0.70255,0.7015,0.70102,0.7001,0.69926,0.6991,0.69862,0.6983,0.6984,0.69819,0.69809,0.6985899999999999,0.6988,0.69903,0.70036,0.70153,0.7036399999999999,0.70681,0.71016,0.71331,0.71695,0.71991,0.72253,0.72525,0.72811,0.73112,0.73435,0.7367199999999999,0.7391,0.74135,0.74341,0.74527,0.74743,0.7477199999999999,0.7475,0.74693,0.74598,0.74475,0.7439100000000001,0.74263,0.74103,0.73966,0.7378100000000001,0.73614,0.7350399999999999,0.7337600000000001,0.7325,0.73153,0.73047,0.72929,0.72845,0.72716,0.72627,0.72601,0.7256,0.72544,0.72591,0.72573,0.7256100000000001,0.72543,0.7250800000000001,0.72463,0.7243,0.72385,0.72354,0.7237399999999999,0.7236600000000001,0.72377,0.72432,0.72473,0.7254,0.72665,0.72773,0.7289100000000001,0.73088,0.7326199999999999,0.73459,0.73682,0.73907,0.74115,0.7442300000000001,0.74697,0.7498,0.75273,0.75532,0.75695,0.7590100000000001,0.7606,0.76203,0.76451,0.76789,0.77065,0.77378,0.7774800000000001,0.78182,0.78675,0.79143,0.79619,0.80167,0.8066,0.8113600000000001,0.8163,0.82014,0.8238,0.82739,0.8302,0.83235,0.8345899999999999,0.8361299999999999,0.83726,0.8387100000000001,0.8393799999999999,0.83998,0.8407,0.84093,0.84135,0.8420200000000001,0.84211,0.8421299999999999,0.8424200000000001,0.84219,0.84196,0.84216
0.99449,0.9955299999999999,0.99597,0.9961,0.99625,0.9963,0.9960899999999999,0.9967600000000001,0.9971200000000001,0.9978100000000001,0.9982,0.99835,0.9985299999999999,0.9989,0.99885,0.9990399999999999,0.99959,0.9994299999999999,0.9996,0.99969,0.9994700000000001,0.9994299999999999,0.9995700000000001,0.9994,0.9992,0.9995200000000001,0.99923,0.9989,0.9989899999999999,0.99875,0.9984299999999999,0.99872,0.9981899999999999,0.9981200000000001,0.9978899999999999,0.99761,0.99739,0.9975799999999999,0.9974700000000001,0.997,0.99697,0.99659,0.9961899999999999,0.99621,0.9958100000000001,0.9954,0.99569,0.99519,0.9946799999999999,0.9949,0.99413,0.9937799999999999,0.99395,0.9934299999999999,0.99316,0.99315,0.9928600000000001,0.99267,0.9930200000000001,0.99298,0.9927299999999999,0.99341,0.99287,0.993,0.99359,0.99349,0.9934,0.9941200000000001,0.99441,0.9943200000000001,0.9945700000000001,0.9948799999999999,0.99477,0.99544,0.9953200000000001,0.9955299999999999,0.9958899999999999,0.99587,0.9960100000000001,0.9969399999999999,0.99656,0.9963799999999999,0.99645,0.9961200000000001,0.99566,0.99579,0.99536,0.99487,0.99479,0.9941,0.9936299999999999,0.9935,0.99324,0.99287,0.99272,0.9924799999999999,0.9919899999999999,0.9919399999999999,0.99146,0.99106,0.9911700000000001,0.99061,0.99051,0.99098,0.99051,0.99036,0.9902700000000001,0.99021,0.98995,0.9899700000000001,0.98966,0.9894299999999999,0.98961,0.98924,0.98935,0.9894700000000001,0.98918,0.98918,0.9893799999999999,0.98935,0.98941,0.9898100000000001,0.9898399999999999,0.9900200000000001,0.9902799999999999,0.9905,0.99049,0.9915,0.99208,0.99306,0.9940700000000001,0.99524,0.9949600000000001,0.99523,0.99487,0.9944,0.9952700000000001,0.99765,0.9979899999999999,0.99805,0.9985700000000001,1.00021,1.00185,1.00314,1.0043799999999998,1.0064799999999998,1.0078200000000002,1.0094299999999998,1.01145,1.0131299999999999,1.0146,1.01619,1.01754,1.0183,1.0195299999999998,1.02033,1.02073,1.02181,1.0216,1.02201,1.02239,1.0224600000000001,1.02239,1.02273,1.0226600000000001,1.02227,1.0224600000000001,1.02214,1.02166,1.0217100000000001
0.69763,0.6982,0.69847,0.6987399999999999,0.69863,0.69828,0.69776,0.69822,0.6982,0.69835,0.6983699999999999,0.6982,0.69835,0.69872,0.69908,0.69955,0.70035,0.70087,0.7017,0.70206,0.70245,0.70277,0.70322,0.70307,0.70296,0.70306,0.7025600000000001,0.70226,0.70205,0.7016399999999999,0.7015,0.70148,0.70096,0.7005100000000001,0.7,0.69928,0.69876,0.69845,0.69789,0.69721,0.69663,0.69607,0.69526,0.6947800000000001,0.69392,0.69324,0.6929,0.69215,0.6913100000000001,0.69098,0.69009,0.6894600000000001,0.68939,0.68907,0.68881,0.68889,0.6886399999999999,0.68862,0.68907,0.68923,0.6893,0.6904600000000001,0.69098,0.6924399999999999,0.6947,0.69687,0.69891,0.70143,0.7035100000000001,0.7053,0.70717,0.70915,0.71085,0.71304,0.71439,0.71583,0.71725,0.71837,0.7195699999999999,0.72114,0.72121,0.72107,0.7207100000000001,0.72001,0.71901,0.71872,0.7177100000000001,0.71644,0.7156600000000001,0.71417,0.71286,0.7122,0.71134,0.71033,0.7096600000000001,0.7088800000000001,0.70802,0.7075899999999999,0.70672,0.70606,0.70594,0.70538,0.70525,0.70582,0.7054,0.70554,0.70521,0.70495,0.70457,0.7045399999999999,0.70423,0.70401,0.70417,0.70395,0.70422,0.7047,0.70487,0.70545,0.70627,0.70699,0.70807,0.7095100000000001,0.7105899999999999,0.71199,0.71362,0.71505,0.7165100000000001,0.71899,0.72108,0.72343,0.72568,0.7277899999999999,0.7285699999999999,0.7298399999999999,0.73061,0.73122,0.73293,0.73648,0.7387600000000001,0.74024,0.74251,0.7458600000000001,0.74936,0.75269,0.75571,0.75954,0.76256,0.7656,0.76873,0.77094,0.77295,0.77495,0.77663,0.77772,0.779,0.7795,0.77996,0.78105,0.78103,0.7815,0.78174,0.78193,0.78188,0.78217,0.7821899999999999,0.78201,0.78242,0.78203,0.78172,0.782
0.6664800000000001,0.66671,0.66671,0.66676,0.66684,0.66642,0.66585,0.66603,0.66606,0.6663100000000001,0.6664399999999999,0.66635,0.6662899999999999,0.66659,0.66659,0.66688,0.6672600000000001,0.66743,0.66779,0.66808,0.66822,0.66835,0.66864,0.66843,0.66823,0.66842,0.66806,0.66757,0.66743,0.6671199999999999,0.66693,0.66702,0.66655,0.66615,0.66587,0.6652600000000001,0.66486,0.6645800000000001,0.6641100000000001,0.6635300000000001,0.66314,0.66259,0.66194,0.66157,0.66085,0.6603100000000001,0.66008,0.65942,0.65855,0.6584,0.6577,0.65704,0.65686,0.6565300000000001,0.65623,0.65623,0.65593,0.65579,0.65615,0.65623,0.65614,0.65703,0.65727,0.6581600000000001,0.65966,0.6610199999999999,0.66222,0.66386,0.66508,0.66614,0.66746,0.66855,0.66969,0.67127,0.67213,0.67294,0.67399,0.6748,0.67553,0.67684,0.67675,0.6766300000000001,0.67653,0.67601,0.67525,0.675,0.6743399999999999,0.67352,0.67299,0.67188,0.67094,0.67052,0.66991,0.66915,0.66855,0.66804,0.66743,0.66708,0.66635,0.66584,0.66577,0.66535,0.66513,0.66551,0.66519,0.66513,0.665,0.66467,0.6643399999999999,0.66427,0.664,0.66373,0.66392,0.66372,0.66373,0.66406,0.6641100000000001,0.6643899999999999,0.66491,0.66528,0.66583,0.66694,0.66759,0.6683399999999999,0.6694399999999999,0.67043,0.6712199999999999,0.67299,0.67451,0.6762699999999999,0.6781,0.67976,0.68019,0.68102,0.6813600000000001,0.68145,0.68274,0.6855,0.68685,0.68762,0.68893,0.69101,0.69325,0.69522,0.69705,0.69968,0.70172,0.70381,0.7061,0.7075600000000001,0.7088800000000001,0.71048,0.7117,0.7126100000000001,0.7136399999999999,0.71423,0.7145,0.71548,0.71535,0.7155699999999999,0.71578,0.7159,0.71592,0.71632,0.71633,0.71624,0.71654,0.71633,0.71613,0.7164
0.68665,0.68714,0.6872699999999999,0.68733,0.6873199999999999,0.68689,0.6865600000000001,0.68682,0.68677,0.68701,0.68708,0.68675,0.68683,0.68707,0.68725,0.68739,0.68795,0.6882,0.68862,0.68891,0.68916,0.6893100000000001,0.68962,0.6893199999999999,0.68918,0.6893,0.68883,0.68857,0.68842,0.68806,0.68783,0.68793,0.68743,0.68701,0.6866399999999999,0.6859,0.6855,0.68533,0.68494,0.6842699999999999,0.68388,0.6832600000000001,0.68267,0.68225,0.6815100000000001,0.68094,0.68067,0.67999,0.6792,0.67897,0.6782,0.6776300000000001,0.6775399999999999,0.67716,0.67686,0.6769,0.6765899999999999,0.67637,0.6769,0.67688,0.67689,0.6778,0.67806,0.6791,0.68075,0.68224,0.68367,0.68553,0.68704,0.68824,0.6896899999999999,0.69106,0.69224,0.69414,0.69513,0.69616,0.69729,0.69817,0.6991,0.70044,0.70043,0.70035,0.70013,0.69955,0.6987300000000001,0.6985899999999999,0.69777,0.69676,0.69603,0.69482,0.6937300000000001,0.69321,0.6925600000000001,0.69184,0.6912699999999999,0.69063,0.68993,0.68952,0.6887300000000001,0.68812,0.68803,0.68763,0.68743,0.68786,0.68753,0.6875899999999999,0.68734,0.68709,0.68675,0.68662,0.6862699999999999,0.68608,0.68624,0.6859,0.68612,0.68643,0.6865100000000001,0.68689,0.6875399999999999,0.688,0.6886399999999999,0.68989,0.6907300000000001,0.69175,0.69295,0.6941,0.69497,0.69693,0.6986,0.70034,0.70226,0.7038399999999999,0.70449,0.7054199999999999,0.70608,0.7065899999999999,0.70795,0.7107399999999999,0.7124199999999999,0.7136399999999999,0.7154,0.71783,0.72044,0.72285,0.7252,0.72826,0.73068,0.73307,0.73561,0.73741,0.73907,0.741,0.74235,0.74335,0.74445,0.7450600000000001,0.74544,0.74628,0.74612,0.7465,0.7468899999999999,0.7471300000000001,0.7471300000000001,0.74743,0.74739,0.74724,0.74764,0.74735,0.74712,0.74755
1.13056,1.13032,1.13119,1.1309200000000001,1.131,1.13099,1.13067,1.1311799999999999,1.1316899999999999,1.13172,1.13246,1.1327399999999999,1.13232,1.13281,1.13291,1.13283,1.13314,1.1333799999999998,1.1332,1.1332200000000001,1.13326,1.13315,1.1334799999999998,1.13305,1.13276,1.13293,1.1325100000000001,1.13225,1.1324299999999998,1.13192,1.1315899999999999,1.1317700000000002,1.1315,1.13106,1.13097,1.1306200000000002,1.13005,1.13024,1.12996,1.12947,1.12941,1.12887,1.12828,1.1284399999999999,1.12784,1.12754,1.12745,1.12697,1.1267,1.12683,1.12598,1.1255600000000001,1.1255700000000002,1.1253600000000001,1.1247,1.12489,1.12453,1.12434,1.12465,1.12432,1.12394,1.12459,1.1241,1.1243,1.1248,1.12507,1.1249200000000001,1.1257,1.12592,1.126,1.12627,1.12658,1.12659,1.12748,1.1272,1.12768,1.12802,1.12824,1.12808,1.129,1.12868,1.12848,1.12847,1.12824,1.12751,1.1276,1.12709,1.12645,1.1261700000000001,1.1255700000000002,1.12473,1.12473,1.12427,1.12374,1.12366,1.1232,1.12284,1.12294,1.12219,1.1218299999999999,1.1218700000000001,1.12158,1.1211,1.1215899999999999,1.12107,1.12096,1.12096,1.12058,1.12036,1.12021,1.11981,1.1196,1.11984,1.11954,1.11927,1.11956,1.11924,1.11941,1.1195700000000002,1.11943,1.1194600000000001,1.1202,1.12009,1.12034,1.12073,1.1209799999999999,1.1211200000000001,1.12225,1.12313,1.12445,1.1256899999999999,1.12697,1.12684,1.12704,1.1266,1.12591,1.12696,1.12966,1.13006,1.12973,1.13027,1.1321,1.13399,1.13504,1.1363299999999998,1.13846,1.1395600000000001,1.14078,1.14289,1.1442700000000001,1.14549,1.14688,1.14781,1.14876,1.14984,1.15048,1.15058,1.15134,1.15126,1.15144,1.15185,1.1517899999999999,1.15157,1.15198,1.1516899999999999,1.15145,1.15171,1.15107,1.15069,1.15078
1.0325,1.03284,1.0327600000000001,1.03315,1.0333,1.03303,1.03316,1.03404,1.03419,1.0343200000000001,1.03491,1.0345600000000001,1.03484,1.03502,1.03508,1.0347600000000001,1.035,1.0347899999999999,1.03502,1.03503,1.03495,1.03521,1.0351700000000001,1.03483,1.03473,1.03522,1.03474,1.03463,1.03467,1.0344799999999998,1.0343200000000001,1.0345600000000001,1.03405,1.03405,1.0339200000000002,1.03354,1.0333700000000001,1.03356,1.03347,1.03312,1.03294,1.0328,1.03233,1.03252,1.03198,1.03187,1.03204,1.03154,1.03114,1.0314,1.03065,1.03041,1.03072,1.03053,1.0300799999999999,1.03015,1.02972,1.0295100000000001,1.02996,1.03005,1.02979,1.03043,1.02988,1.03006,1.03063,1.03064,1.03031,1.03091,1.03111,1.03126,1.0315299999999998,1.03183,1.0317399999999999,1.03252,1.03236,1.0325,1.0329700000000002,1.03301,1.03291,1.03377,1.03335,1.03325,1.03338,1.0329899999999999,1.03251,1.03293,1.03246,1.03215,1.03209,1.03159,1.03111,1.03124,1.03101,1.03063,1.03063,1.0303799999999999,1.0300200000000002,1.03026,1.0297399999999999,1.02952,1.02976,1.0293299999999999,1.0291700000000001,1.0297399999999999,1.02915,1.0291700000000001,1.02905,1.02901,1.02894,1.0289,1.0286799999999998,1.0285799999999998,1.0287600000000001,1.0282799999999999,1.0282,1.0286899999999999,1.0284200000000001,1.02834,1.02872,1.02871,1.02872,1.0292,1.02908,1.02918,1.02965,1.02978,1.02962,1.03077,1.03129,1.03227,1.03344,1.03453,1.03437,1.03444,1.0340200000000002,1.03345,1.03401,1.03613,1.03671,1.03597,1.03577,1.03678,1.03782,1.03834,1.03843,1.03952,1.0398100000000001,1.0403200000000001,1.04131,1.04188,1.0421799999999999,1.04282,1.04328,1.04336,1.04399,1.04415,1.04406,1.04484,1.04449,1.04464,1.04473,1.04475,1.04441,1.0446799999999998,1.0444799999999999,1.0443,1.0446600000000001,1.04424,1.04374,1.04413
0.66943,0.66991,0.66993,0.67004,0.6699,0.66952,0.66925,0.66955,0.66962,0.66969,0.66985,0.6694899999999999,0.66964,0.66983,0.6699,0.67006,0.67055,0.67065,0.67102,0.6712,0.6713100000000001,0.6714899999999999,0.67168,0.67142,0.6712100000000001,0.67135,0.67095,0.67056,0.6704100000000001,0.67002,0.66982,0.66991,0.6693600000000001,0.66904,0.66872,0.66808,0.66762,0.66745,0.6670699999999999,0.6664100000000001,0.6660699999999999,0.6655399999999999,0.66493,0.66469,0.66397,0.66335,0.66319,0.6625,0.66173,0.66151,0.66082,0.66022,0.66015,0.65972,0.65946,0.6595,0.65915,0.6590199999999999,0.65935,0.65937,0.65932,0.6602,0.6603399999999999,0.6612399999999999,0.66268,0.66391,0.66501,0.66662,0.66783,0.66879,0.66994,0.67104,0.67199,0.6735300000000001,0.6742199999999999,0.67506,0.67598,0.6766,0.67738,0.6786300000000001,0.67852,0.6784399999999999,0.6783600000000001,0.67784,0.67714,0.67702,0.67632,0.6754399999999999,0.67503,0.67393,0.67298,0.6725899999999999,0.67194,0.67128,0.67085,0.6702,0.6696,0.66933,0.66866,0.6681699999999999,0.66809,0.66762,0.6674,0.66779,0.6674100000000001,0.6674399999999999,0.6672399999999999,0.66696,0.66669,0.66665,0.6663600000000001,0.66606,0.6662399999999999,0.66604,0.66615,0.66651,0.6665399999999999,0.66673,0.6672600000000001,0.6676,0.66819,0.6692100000000001,0.66979,0.67066,0.6716300000000001,0.6724899999999999,0.67313,0.67491,0.67629,0.67785,0.67948,0.68086,0.68123,0.68205,0.6824899999999999,0.68278,0.68396,0.6865600000000001,0.68788,0.68876,0.6901,0.69204,0.69421,0.69617,0.69808,0.7006,0.7025399999999999,0.7045899999999999,0.70675,0.70815,0.70938,0.7108800000000001,0.71202,0.7129800000000001,0.71387,0.71429,0.7146100000000001,0.71553,0.71533,0.71553,0.71582,0.71605,0.7159300000000001,0.71618,0.71626,0.71612,0.7164,0.71617,0.71602,0.71632
1.05277,1.05374,1.05361,1.05359,1.05379,1.05356,1.05364,1.05408,1.0542799999999999,1.05467,1.05505,1.05501,1.05512,1.05555,1.0553,1.05516,1.05552,1.05535,1.0554700000000001,1.05561,1.05521,1.0552,1.0555,1.0548799999999998,1.05492,1.0553,1.0547799999999998,1.05453,1.05465,1.0542799999999999,1.0541200000000002,1.05446,1.054,1.05386,1.0538,1.05328,1.05308,1.05334,1.0530899999999999,1.05283,1.05277,1.05239,1.05208,1.05236,1.0519,1.05142,1.05172,1.0513,1.05087,1.05095,1.05034,1.0499100000000001,1.05015,1.0498,1.04969,1.04977,1.04914,1.04904,1.04942,1.04934,1.0490899999999999,1.04964,1.0489899999999999,1.04906,1.0494700000000001,1.0493299999999999,1.0488600000000001,1.0492700000000001,1.04945,1.0493,1.04941,1.04961,1.0493,1.0500399999999999,1.04968,1.04988,1.05001,1.04996,1.04986,1.05067,1.05025,1.05011,1.05021,1.04988,1.04956,1.04986,1.04938,1.0487799999999998,1.04894,1.04833,1.04787,1.04799,1.04778,1.0474299999999999,1.04752,1.04718,1.04684,1.04704,1.04649,1.04614,1.0464799999999999,1.0459399999999999,1.04588,1.0464,1.0459,1.04578,1.04564,1.04556,1.04528,1.04551,1.0451700000000002,1.0449899999999999,1.04521,1.04473,1.04472,1.04496,1.0445,1.04443,1.04469,1.0445200000000001,1.04447,1.04502,1.0447899999999999,1.04483,1.04506,1.0449899999999999,1.04505,1.0458,1.0463799999999999,1.04712,1.04798,1.0490700000000002,1.04864,1.0487,1.04836,1.0478100000000001,1.04834,1.05031,1.05062,1.05005,1.04997,1.0509,1.0518100000000001,1.05233,1.05245,1.05365,1.05417,1.05453,1.0557299999999998,1.05644,1.0571,1.05784,1.05851,1.05874,1.05938,1.0595,1.05975,1.06054,1.06008,1.06023,1.0603200000000002,1.0603200000000002,1.06026,1.06028,1.06035,1.0598299999999998,1.06037,1.0598299999999998,1.05958,1.05971
